DATO,DISTRIKTSTYPE,Bydel,Born,Famtype,Antal,FAMTYP
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,16,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,219,131
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,2,151
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,140,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,684,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,715,121
20160331,Bydele,Vanløse,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,86,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,48,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,10,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,18,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,81,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,127,132
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,27,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,4,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,32,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,40,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,60,131
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,65,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,222,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,261,121
20160331,Bydele,Vanløse,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,27,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,17,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,7,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,31,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,22,132
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,12,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,3,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,13,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,7,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,148,131
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,91,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,325,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,265,121
20160331,Bydele,Vanløse,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,59,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,24,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,4,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,8,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,37,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,111,132
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,2,152
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,28,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,5,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig mand,3,112
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,17,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,38,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,10,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Enlig kvinde,3,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,53,131
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,3,141
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,72,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,330,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,282,121
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,16,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,7,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,20,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,45,132
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,10,162
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,5,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,13,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,24,131
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,67,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,205,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,216,121
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,14,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,9,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,3,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,13,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,8,132
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,1,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,2,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,124,131
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,2,151
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,96,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,420,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,352,121
20160331,Bydele,Vanløse,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,38,132
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,24,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,12,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,37,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,76,132
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,16,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,6,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig mand,3,112
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,6,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,27,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,121,131
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,150,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,482,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,572,121
20160331,Bydele,Vanløse,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,52,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,43,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,58,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,63,132
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,2,152
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,20,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig mand,5,112
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,18,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,16,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,3,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,60,131
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,110,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,322,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,260,121
20160331,Bydele,Vanløse,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,27,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,22,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,12,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,40,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,51,132
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,9,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,22,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,11,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,6,122
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,85,131
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,23,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,76,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,136,121
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,46,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,14,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,1,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,23,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,56,132
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,11,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,11,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,15,132
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,5,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Enlig kvinde,2,122
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,186,131
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,75,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,288,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,256,121
20160331,Bydele,Vanløse,Familier uden børn,Ikke hjemmeboende børn,4,183
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,76,132
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,28,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,8,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,13,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,36,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,122,132
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,33,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,5,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,25,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,30,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,6,162
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,93,131
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,144,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,408,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,443,121
20160331,Bydele,Vanløse,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,42,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,35,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,62,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,39,132
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,5,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,3,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig mand,3,112
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,24,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,13,132
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Vanløse,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Vanløse,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Vanløse,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier uden børn,Ægtepar og reg. partnere,55,131
20160331,Bydele,Vanløse,Familier uden børn,Par samlevende og samboende,13,171
20160331,Bydele,Vanløse,Familier uden børn,Enlig mand,85,111
20160331,Bydele,Vanløse,Familier uden børn,Enlig kvinde,105,121
20160331,Bydele,Vanløse,Familier med 1 barn,Ægtepar og reg. partnere,16,132
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,9,162
20160331,Bydele,Vanløse,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig mand,4,112
20160331,Bydele,Vanløse,Familier med 1 barn,Enlig kvinde,10,122
20160331,Bydele,Vanløse,Familier med 2 børn,Ægtepar og reg. partnere,21,132
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,7,162
20160331,Bydele,Vanløse,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Vanløse,Familier med 2 børn,Enlig kvinde,1,122
20160331,Bydele,Vanløse,Familier med 3 børn,Ægtepar og reg. partnere,10,132
20160331,Bydele,Vanløse,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,175,131
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Par samlevende og samboende,25,171
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Enlig mand,131,111
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Enlig kvinde,103,121
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Ægtepar og reg. partnere,77,132
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Par samlevende og samboende,11,162
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Enlig kvinde,19,122
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Ægtepar og reg. partnere,104,132
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Ægtepar og reg. partnere,2,152
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Par samlevende og samboende,24,162
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Par samlevende og samboende,3,172
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Ægtepar og reg. partnere,42,132
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Brønshøj-Husum,Familier med over 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Brønshøj-Husum,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,71,131
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Par samlevende og samboende,30,171
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Enlig mand,226,111
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Enlig kvinde,140,121
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Ægtepar og reg. partnere,39,132
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Par samlevende og samboende,11,162
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Enlig mand,11,112
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Enlig kvinde,21,122
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Ægtepar og reg. partnere,53,132
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Par samlevende og samboende,3,162
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Enlig kvinde,6,122
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Ægtepar og reg. partnere,15,132
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Enlig mand,2,112
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Brønshøj-Husum,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,202,131
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,2,151
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Par samlevende og samboende,47,171
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Enlig mand,155,111
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Enlig kvinde,197,121
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Ægtepar og reg. partnere,66,132
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Par samlevende og samboende,20,162
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Par samlevende og samboende,7,172
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Enlig mand,8,112
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Enlig kvinde,48,122
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Ægtepar og reg. partnere,91,132
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Par samlevende og samboende,19,162
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Par samlevende og samboende,6,172
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Brønshøj-Husum,Familier med 2 børn,Enlig kvinde,30,122
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Ægtepar og reg. partnere,42,132
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Par samlevende og samboende,7,162
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Enlig mand,2,112
20160331,Bydele,Brønshøj-Husum,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Brønshøj-Husum,Familier med over 3 børn,Ægtepar og reg. partnere,4,132
20160331,Bydele,Brønshøj-Husum,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Brønshøj-Husum,Familier med over 3 børn,Enlig kvinde,4,122
20160331,Bydele,Brønshøj-Husum,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Brønshøj-Husum,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,80,131
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Par samlevende og samboende,16,171
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Enlig mand,179,111
20160331,Bydele,Brønshøj-Husum,Familier uden børn,Enlig kvinde,189,121
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Ægtepar og reg. partnere,28,132
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Par samlevende og samboende,6,162
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Brønshøj-Husum,Familier med 1 barn,Enlig kvinde,14,122
